レース情報,馬番,馬名,騎手名,基準オッズ,基準人気順位,ラップ適性,ラップキャラ,展開順位,展開ゴール差,先行力,追走力,持久力,持続力,瞬発力,ＳＴ指数,仕上指数,合計値,合計値順位,,先行力順位,追走力順位,持久力順位,持続力順位,瞬発力順位,ＳＴ指数順位,仕上指数順位,着,人,単勝
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,07,アイファータレント,小牧太,34.4,13,超高速持続,,15,17,57,55,48,34,37,29,47,-38,18,,4.0,5.0,9.0,18.0,18.0,18.0,17.0,16,18,291.7
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,08,メイショウシャチ,高倉稜,51.4,16,高速底力,,1,0,78,75,54,40,40,54,56,-4,8,,1.0,1.0,5.0,15.0,16.0,8.0,7.0,9,16,154.9
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,09,テイエムイキオイ,鮫島良,38.3,15,超高速スタミナ,ピッタリ,16,17,44,43,47,48,49,59,42,-13,16,,13.0,15.0,11.0,9.0,8.0,2.0,18.0,12,10,36.9
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,10,クロスアミュレット,川又賢,19.1,7,中速持続,,18,19,42,50,68,48,43,53,56,-5,10,,15.0,11.0,2.0,9.0,14.0,11.0,7.0,18,11,42.4
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,11,ブレイズガール,和田竜,26.4,9,超高速持続,,14,17,31,27,31,53,58,53,57,-4,9,,18.0,18.0,18.0,7.0,4.0,11.0,2.0,2,12,44.3
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,12,ラニカイサンデー,松山弘,20.6,8,高速スタミナ,カスリ,5,11,58,56,48,45,46,54,57,-3,5,,3.0,3.0,9.0,11.0,10.0,8.0,2.0,15,8,30.1
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,13,ウインクレド,荻野極,31.6,11,超高速スタミナ,ピッタリ,10,13,47,53,65,58,52,48,54,-12,15,,11.0,6.0,3.0,4.0,7.0,14.0,14.0,3,13,68.8
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,14,ヒワラニ,酒井学,36.3,14,超高速スタミナ,ピッタリ,3,9,59,60,55,51,49,57,56,-1,2,,2.0,2.0,4.0,8.0,8.0,3.0,7.0,8,9,36.1
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,15,メイショウソウビ,小林徹,15.3,6,高速底力,,7,11,42,37,34,66,69,54,57,-3,6,,15.0,17.0,17.0,2.0,2.0,8.0,2.0,5,6,18.9
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,16,アルパーシャン,太宰啓,53.1,17,中速持続,,9,13,49,49,52,59,58,56,54,-4,7,,10.0,12.0,8.0,3.0,4.0,6.0,14.0,11,15,91.8
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,17,クーファディーヴァ,秋山真,8.9,3,中速底力,,6,11,46,44,43,58,59,57,50,-7,13,,12.0,14.0,15.0,4.0,3.0,3.0,16.0,4,4,12.0
小倉9R　八幡特別３歳上(定量)　芝1200ｍ　14:25発走,18,ヒマワリノヤクソク,アヴド,12.7,5,超高速持続,,4,9,55,53,46,55,56,57,56,-1,3,,5.0,6.0,12.0,6.0,6.0,3.0,7.0,10,5,14.6
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,01,エルデュクラージュ,北村友,20.6,9,超低速底力,,1,0,59,58,48,52,54,50,55,-15,11,,3.0,4.0,9.0,8.0,4.0,11.0,13.0,10,4,7.9
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,02,ウインミレーユ,幸英明,9.2,6,高速バランス,カスリ,3,7,38,48,65,66,62,60,60,0,6,,12.0,9.0,1.0,1.0,2.0,4.0,4.0,5,7,17.8
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,03,ヒシコスマー,川又賢,53.3,13,高速底力,,12,24,50,39,33,41,48,28,56,-36,14,,8.0,12.0,13.0,11.0,11.0,14.0,12.0,14,11,76.1
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,04,ムーンライトクーラ,藤懸貴,74.2,14,中速持続,カスリ,14,28,55,43,31,34,40,46,59,-15,12,,5.0,10.0,14.0,13.0,12.0,12.0,8.0,13,13,214.8
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,05,ロードアクシス,酒井学,5.4,3,低速底力,,4,7,56,58,53,52,51,57,60,-3,7,,4.0,4.0,7.0,8.0,8.0,6.0,4.0,6,6,9.4
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,06,ロードアルバータ,秋山真,20.8,10,中速バランス,ピッタリ,11,21,34,37,54,54,52,55,59,-6,8,,14.0,13.0,6.0,6.0,6.0,9.0,8.0,9,9,24.5
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,07,レッドアルティスタ,アヴド,5.8,4,中速スタミナ,,7,8,53,59,59,58,54,62,63,5,3,,7.0,3.0,4.0,2.0,4.0,1.0,3.0,4,5,8.4
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,08,シャルルマーニュ,富田暁,7.6,5,中速底力,,2,6,71,67,43,37,37,62,60,2,4,,1.0,1.0,11.0,12.0,13.0,1.0,4.0,8,2,4.3
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,09,チカノワール,武　豊,3.9,1,低速瞬発,,9,11,39,31,38,58,68,61,60,1,5,,11.0,14.0,12.0,2.0,1.0,3.0,4.0,1,3,4.4
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,10,レッドカイザー,松山弘,18.4,7,中速バランス,ピッタリ,6,8,46,49,56,54,51,57,71,8,1,,9.0,8.0,5.0,6.0,8.0,6.0,1.0,2,8,19.3
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,11,エイシンデジタル,和田竜,4.5,2,中速バランス,ピッタリ,8,10,46,53,60,56,52,57,69,6,2,,9.0,7.0,2.0,5.0,6.0,6.0,2.0,11,1,4.1
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,12,アグネスフォルテ,浜中俊,19.4,8,中速持続,カスリ,13,28,55,54,48,31,25,41,59,-20,13,,5.0,6.0,9.0,14.0,14.0,13.0,8.0,3,12,90.4
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,13,ミトノグラス,鮫島駿,23.8,11,高速底力,,5,8,60,61,52,51,50,59,54,-7,9,,2.0,2.0,8.0,10.0,10.0,5.0,14.0,7,10,49.7
小倉10R　玄海特別３歳上(ハンデ)　芝2000ｍ　15:00発走,14,メイショウオオゼキ,高倉稜,47.9,12,超低速底力,,10,13,37,43,60,58,55,53,59,-8,10,,13.0,10.0,2.0,2.0,3.0,10.0,8.0,12,14,338.0
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,01,ブラッククローバー,松山弘,11.1,5,超高速持続,ピッタリ,4,4,55,53,49,46,46,66,62,4,3,,7.0,7.0,9.0,10.0,10.0,3.0,3.0,10,4,7.8
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,02,スカイパッション,川須栄,26.9,8,超高速スタミナ,,15,15,35,33,38,48,53,66,61,3,4,,16.0,16.0,15.0,9.0,7.0,3.0,7.0,9,9,50.9
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,03,ゲンキチハヤブサ,太宰啓,55.3,12,超高速底力,カスリ,13,14,39,42,50,40,40,61,25,-38,17,,14.0,13.0,8.0,14.0,15.0,10.0,17.0,11,11,59.2
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,04,スノーエンジェル,田中健,45.2,11,超高速持続,ピッタリ,6,6,61,52,35,42,48,65,61,2,5,,4.0,8.0,16.0,13.0,9.0,5.0,7.0,15,13,89.2
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,05,ワンアフター,和田竜,7.8,3,超高速スタミナ,,9,9,48,55,67,50,43,62,63,1,7,,11.0,5.0,2.0,7.0,13.0,7.0,1.0,8,3,6.4
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,06,メイショウブイダン,国分優,58.4,13,超高速持続,ピッタリ,12,13,38,42,52,50,49,60,61,-3,9,,15.0,13.0,7.0,7.0,8.0,12.0,7.0,7,16,279.7
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,07,テイエムヒッタマゲ,富田暁,43.0,10,超高速持続,ピッタリ,7,7,56,50,39,39,43,56,54,-14,13,,6.0,11.0,14.0,15.0,13.0,14.0,12.0,17,7,21.6
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,08,ナムラアッパー,荻野極,36.6,9,超高速スタミナ,,14,14,30,28,35,55,62,62,57,-5,10,,17.0,17.0,16.0,5.0,3.0,7.0,10.0,12,10,55.5
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,09,ブライティアレディ,秋山真,19.1,7,超高速スタミナ,,1,0,63,62,56,62,60,64,54,-6,11,,1.0,2.0,4.0,4.0,5.0,6.0,12.0,2,8,28.3
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,10,エントリーチケット,アヴド,11.5,6,超高速底力,カスリ,11,11,42,41,45,54,56,61,62,-1,8,,13.0,15.0,13.0,6.0,6.0,10.0,3.0,1,5,8.1
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,11,トシザキミ,酒井学,64.1,15,超高速バランス,カスリ,10,9,57,56,49,46,46,60,49,-15,14,,5.0,4.0,9.0,10.0,10.0,12.0,16.0,3,12,74.7
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,12,シルバードリーム,川又賢,110.7,17,高速スタミナ,,16,15,50,51,53,37,35,46,53,-25,16,,10.0,10.0,5.0,17.0,16.0,16.0,14.0,14,14,155.6
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,13,ローゼンタール,高倉稜,62.6,14,中速スタミナ,,17,15,46,52,63,39,32,46,53,-25,15,,12.0,8.0,3.0,15.0,17.0,16.0,14.0,16,15,167.7
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,14,エイシンデネブ,鮫島駿,2.2,1,超高速底力,カスリ,3,3,51,50,48,64,66,76,62,14,1,,9.0,11.0,11.0,2.0,1.0,1.0,3.0,5,1,2.3
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,15,レインボーフラッグ,武　豊,4.9,2,高速スタミナ,,2,1,63,69,71,71,62,70,62,8,2,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4,2,5.9
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,16,デンコウウノ,鮫島良,73.8,16,超高速持続,ピッタリ,8,7,55,55,53,64,64,56,57,-11,12,,7.0,5.0,5.0,2.0,2.0,14.0,10.0,13,17,313.4
小倉11R　北九州短距離ステークス３歳上(ハンデ)　芝1200ｍ　15:35発走,17,スマートグレイス,幸英明,7.8,4,超高速スタミナ,,5,6,62,58,47,44,45,62,63,1,6,,3.0,3.0,12.0,12.0,12.0,7.0,1.0,6,6,13.6
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,01,ジュピターカリスト,アヴド,11.3,6,低速スタミナ,ピッタリ,3,9,53,59,55,62,63,64,58,12,1,,5.0,3.0,6.0,3.0,2.0,1.0,1.0,7,8,16.8
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,02,サンライズローリエ,松山弘,8.6,4,低速持続,,8,16,41,44,56,51,47,60,55,5,2,,14.0,12.0,4.0,7.0,10.0,3.0,3.0,5,3,5.5
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,03,シゲルホウレンソウ,鮫島駿,9.5,5,超低速スタミナ,カスリ,9,19,61,55,40,37,40,45,54,-11,10,,4.0,6.0,15.0,16.0,12.0,14.0,7.0,8,7,12.9
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,04,メイショウカンキ,高倉稜,67.7,15,中速底力,,13,27,35,37,56,45,39,32,41,-37,16,,16.0,14.0,4.0,10.0,14.0,16.0,15.0,10,16,379.3
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,05,マンハッタンロック,浜中俊,14.1,7,超低速スタミナ,カスリ,1,0,42,47,57,73,77,62,49,1,3,,12.0,9.0,3.0,1.0,1.0,2.0,9.0,2,4,7.0
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,06,ダノンスパーク,和田竜,3.1,1,超低速バランス,,2,8,42,58,69,66,58,56,55,1,4,,12.0,5.0,1.0,2.0,3.0,5.0,3.0,14,1,3.2
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,07,マサハヤスター,幸英明,39.7,13,超低速スタミナ,カスリ,12,25,46,47,52,44,40,49,43,-18,15,,9.0,9.0,9.0,11.0,12.0,10.0,14.0,11,14,219.6
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,08,キタサンヴィクター,国分優,28.8,10,低速底力,カスリ,4,12,63,70,55,51,48,49,47,-14,12,,2.0,1.0,6.0,7.0,9.0,10.0,12.0,6,9,19.6
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,09,クロフネプリンセス,義英真,35.1,12,超低速スタミナ,カスリ,15,29,44,36,42,38,39,43,54,-13,11,,11.0,15.0,14.0,14.0,14.0,15.0,7.0,15,12,63.2
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,10,アドラメレク,川又賢,23.2,9,超低速スタミナ,カスリ,7,16,50,53,53,54,53,58,48,-4,7,,7.0,7.0,8.0,5.0,5.0,4.0,11.0,9,6,12.8
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,11,ニホンピロメリーナ,小牧太,30.9,11,中速持続,,11,24,40,35,47,53,56,49,46,-15,13,,15.0,16.0,11.0,6.0,4.0,10.0,13.0,12,15,306.5
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,12,サトノグリッター,武　豊,4.9,2,超低速持続,,6,13,73,53,23,38,53,48,55,-7,9,,1.0,7.0,16.0,14.0,5.0,13.0,3.0,1,2,5.3
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,13,オーロスターキス,西村淳,17.5,8,高速持続,,10,20,63,59,43,43,46,54,56,0,5,,2.0,3.0,13.0,12.0,11.0,6.0,2.0,16,10,37.0
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,14,オペラアクター,富田暁,41.6,14,中速底力,,14,27,45,39,44,48,52,54,49,-7,8,,10.0,13.0,12.0,9.0,7.0,6.0,9.0,3,11,57.0
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,15,メイショウゴテツ,森一馬,96.3,16,超低速バランス,,16,32,48,47,49,42,39,53,41,-16,14,,8.0,9.0,10.0,13.0,14.0,9.0,15.0,13,13,177.7
小倉12R　３歳上500万下３歳上(定量)　ダ1700ｍ　16:15発走,16,メイショウタカトラ,太宰啓,5.7,3,超低速底力,,5,13,53,62,59,55,50,54,55,-1,6,,5.0,2.0,2.0,4.0,8.0,6.0,3.0,4,5,10.9
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,01,プラサデトロス,藤田菜,15.2,4,高速底力,,6,24,50,52,57,47,44,16,28,-34,12,,6.0,8.0,5.0,7.0,9.0,8.0,13.0,7,6,31.4
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,02,シゲルシンジュ,丸田恭,18.7,8,中速瞬発,,9,27,48,44,38,46,50,18,39,-21,5,,10.0,11.0,12.0,9.0,6.0,6.0,1.0,11,5,26.1
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,03,グリューネリヒト,大野拓,2.5,1,中速底力,,1,0,55,57,59,72,73,41,39,2,1,,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1,1,1.7
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,04,ストラトフォード,木幡巧,31.2,10,中速スタミナ,,4,23,48,54,69,58,53,12,35,-31,11,,10.0,4.0,1.0,3.0,4.0,12.0,11.0,5,11,111.6
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,05,レイジングラン,山田敬,45.7,12,中速瞬発,,10,31,45,42,41,47,50,13,37,-28,8,,12.0,12.0,11.0,7.0,6.0,10.0,10.0,9,13,196.7
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,06,コスモセレッソ,宮崎北,24.3,9,中速瞬発,,5,24,50,48,42,48,50,15,34,-29,9,,6.0,10.0,10.0,6.0,6.0,9.0,12.0,8,8,45.7
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,07,シゲルアマゾナイト,田中勝,35.4,11,中速瞬発,,3,17,59,58,48,52,53,17,38,-23,6,,2.0,2.0,6.0,4.0,4.0,7.0,7.0,12,12,137.9
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,08,ファイトフラッシュ,柴田善,16.8,6,中速瞬発,,7,25,56,54,44,43,44,11,38,-29,10,,3.0,4.0,8.0,11.0,9.0,13.0,7.0,13,7,33.2
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,09,ナックアポロン,木幡育,55.7,13,超低速スタミナ,カスリ,13,43,21,21,44,52,54,4,38,-36,13,,13.0,13.0,8.0,4.0,3.0,2.0,7.0,3,9,70.0
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,10,オレノソラ,菅原隆,15.8,5,超低速スタミナ,カスリ,12,33,49,53,63,46,41,22,39,-17,4,,8.0,6.0,2.0,9.0,11.0,5.0,1.0,6,4,25.8
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,11,セイドアモール,柴田大,3.2,2,超低速スタミナ,カスリ,8,25,67,64,45,35,35,25,39,-14,3,,1.0,1.0,7.0,13.0,13.0,4.0,1.0,10,2,3.5
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,12,トーセンイマジン,内田博,18.5,7,中速瞬発,,11,33,53,49,38,38,39,13,39,-26,7,,5.0,9.0,12.0,12.0,12.0,10.0,1.0,4,10,81.9
新潟1R　２歳未勝利２歳(馬齢)　ダ1800ｍ　10:10発走,13,ワークアンドリッチ,福永祐,5.3,3,低速スタミナ,,2,10,49,53,61,66,65,29,39,-10,2,,8.0,6.0,3.0,2.0,2.0,3.0,1.0,2,3,8.3
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,01,シーアイリス,木幡巧,29.6,8,高速持続,,7,16,47,55,67,64,50,22,29,-35,8,,8.0,4.0,1.0,2.0,5.0,7.0,9.0,6,9,140.1
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,02,マイネルエキサイト,柴田大,3.7,3,中速瞬発,,3,6,61,60,47,38,41,37,43,-6,3,,1.0,1.0,7.0,9.0,8.0,1.0,2.0,1,3,4.6
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,03,フラワーリース,西田雄,45.9,10,高速底力,,9,23,50,53,57,41,35,13,33,-40,10,,5.0,6.0,3.0,8.0,10.0,10.0,8.0,8,10,206.7
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,04,フラワーズアート,木幡育,8.9,5,中速瞬発,,6,11,59,50,30,34,50,35,43,-8,5,,2.0,7.0,10.0,10.0,5.0,4.0,2.0,2,4,6.2
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,05,シティーオブスター,戸崎圭,2.8,1,中速瞬発,,1,0,59,60,50,48,48,37,43,-6,1,,2.0,1.0,5.0,6.0,7.0,1.0,2.0,4,2,3.2
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,06,サクラザチェンジ,宮崎北,3.2,2,中速瞬発,,2,3,56,56,49,53,53,37,43,-6,2,,4.0,3.0,6.0,5.0,3.0,1.0,2.0,5,1,2.9
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,07,ダークサンダー,柴田善,29.9,9,低速瞬発,カスリ,10,35,25,25,53,55,52,21,29,-36,9,,10.0,10.0,4.0,3.0,4.0,8.0,9.0,9,8,90.5
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,08,ロードミラージュ,大野拓,15.4,6,中速瞬発,,5,9,49,45,39,54,63,33,39,-14,6,,7.0,8.0,9.0,4.0,2.0,5.0,6.0,10,6,18.9
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,09,バロンキング,藤田菜,24.8,7,高速底力,,8,20,50,54,60,48,39,19,36,-31,7,,5.0,5.0,2.0,6.0,9.0,9.0,7.0,7,7,56.9
新潟2R　２歳未勝利２歳(馬齢)　芝2000ｍ　10:40発走,10,トゥーフラッシー,津村明,8.3,4,中速瞬発,,4,8,44,42,46,66,70,32,47,-7,4,,9.0,9.0,8.0,1.0,1.0,6.0,1.0,3,5,11.6
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,01,インペリアルエア,柴田大,36.4,10,低速底力,,14,21,47,47,50,40,38,30,43,-17,11,,11.0,10.0,8.0,12.0,13.0,12.0,10.0,7,13,155.4
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,02,ムーンケリー,宮崎北,33.9,9,超低速持続,,13,20,66,65,39,26,25,37,42,-11,9,,2.0,1.0,13.0,15.0,15.0,9.0,11.0,11,7,53.3
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,03,カレンナヴォーグ,藤田菜,44.4,12,中速スタミナ,ピッタリ,11,10,36,38,61,60,58,31,34,-25,14,,14.0,14.0,3.0,4.0,4.0,11.0,14.0,15,12,79.3
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,04,クォーターイモン,北村宏,2.2,1,中速スタミナ,ピッタリ,7,7,49,51,57,55,54,46,45,1,1,,9.0,7.0,4.0,5.0,5.0,1.0,3.0,3,1,1.7
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,05,ムールヴェードル,石橋脩,13.3,5,超高速スタミナ,,1,0,70,65,28,38,43,22,49,-19,13,,1.0,1.0,15.0,14.0,12.0,14.0,1.0,13,6,22.6
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,06,サクラボヌール,戸崎圭,4.7,2,超高速バランス,,2,0,58,60,54,54,53,39,45,-6,6,,3.0,3.0,6.0,7.0,7.0,7.0,3.0,9,3,5.9
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,07,ペイシャオブライフ,大庭和,73.3,14,高速スタミナ,カスリ,12,18,51,52,55,40,37,42,38,-10,7,,7.0,6.0,5.0,12.0,14.0,4.0,13.0,10,14,166.8
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,08,キリシマアオゾラ,丸田恭,45.4,13,中速スタミナ,ピッタリ,6,6,45,44,49,61,63,42,44,-4,5,,12.0,13.0,9.0,2.0,1.0,4.0,7.0,6,11,76.7
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,09,フジサンデルタ,武士沢,27.3,7,超高速底力,,8,8,41,46,68,63,59,43,44,-3,3,,13.0,12.0,1.0,1.0,3.0,3.0,7.0,8,10,58.9
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,10,ユナリオンス,津村明,7.6,4,高速底力,,10,9,50,47,43,51,54,33,47,-10,8,,8.0,10.0,12.0,8.0,5.0,10.0,2.0,4,5,12.7
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,11,ツァイトライゼ,木幡巧,33.0,8,低速スタミナ,カスリ,3,4,53,58,62,55,52,39,39,-12,10,,5.0,4.0,2.0,5.0,8.0,7.0,12.0,5,8,55.3
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,12,テンノイタダキ,山田敬,78.0,15,中速スタミナ,ピッタリ,15,27,29,25,47,49,50,0,26,-64,15,,15.0,15.0,10.0,10.0,11.0,15.0,15.0,14,15,450.0
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,13,アマイロ,杉原誠,40.3,11,中速バランス,,9,9,52,49,39,48,51,27,44,-19,12,,6.0,8.0,13.0,11.0,9.0,13.0,7.0,12,9,57.9
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,14,アテンコール,内田博,4.7,3,中速スタミナ,ピッタリ,5,4,49,49,52,61,62,45,45,0,2,,9.0,8.0,7.0,2.0,2.0,2.0,3.0,2,2,5.3
新潟3R　３歳未勝利３歳(馬齢)　ダ1200ｍ　11:10発走,15,トモジャスティス,大野拓,20.8,6,低速スタミナ,カスリ,4,4,55,55,47,50,51,42,45,-3,4,,4.0,5.0,10.0,9.0,9.0,4.0,3.0,1,4,11.9
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,01,スクリプティド,木幡育,213.5,17,中速瞬発,カスリ,14,21,55,47,39,42,49,34,41,-21,15,,4.0,11.0,16.0,14.0,11.0,15.0,15.0,14,13,131.9
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,02,パストゥレイユ,戸崎圭,6.2,3,中速瞬発,カスリ,9,15,50,46,44,45,49,48,48,0,5,,8.0,12.0,14.0,13.0,11.0,4.0,3.0,6,4,7.2
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,03,イントリーグ,藤田菜,47.1,11,中速バランス,ピッタリ,4,11,43,44,51,58,62,38,40,-18,14,,16.0,14.0,8.0,5.0,1.0,12.0,17.0,11,10,83.3
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,04,ショーマノキセキ,木幡巧,61.5,13,高速スタミナ,,11,17,50,44,42,47,53,40,47,-9,9,,8.0,14.0,15.0,12.0,8.0,10.0,7.0,10,11,99.8
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,05,ケイツーシリング,丸田恭,224.0,18,中速瞬発,カスリ,16,25,33,30,47,49,51,35,31,-30,17,,17.0,18.0,12.0,9.0,10.0,13.0,18.0,18,15,308.1
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,06,オーヴォドーロ,柴田善,24.5,9,中速瞬発,カスリ,3,6,74,63,33,37,48,41,45,-10,11,,1.0,3.0,17.0,16.0,14.0,9.0,11.0,4,8,18.2
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,07,ヴィーヴァマーレ,武士沢,116.0,14,高速持続,,17,28,24,32,63,60,52,20,41,-35,18,,18.0,17.0,2.0,3.0,9.0,18.0,15.0,16,16,315.2
新潟4R　３歳未勝利３歳(馬齢)　芝外1600ｍ　11:40発走,08,グローリーシーカー,内田博,11.9,6,中速バランス,ピッタリ,10,16,46,46,50,54,57,47,42,-7,8,,15.0,12.0,11.0,7.0,5.0,7.0,14.0,8,5,15.8
